id,subject,content,label
33,Giảm giá 50% cho các khóa học độc quyền và hơn thế nữa,"Tuần này, hãy bắt đầu hành trình của bạn với ưu đãi giảm giá 50% cho hội viên Codecademy Pro hàng năm. Chỉ cần sử dụng mã khuyến mãi JULY22 khi thanh toán.


* Ưu đãi giảm giá 50% dành cho Pro có hiệu lực từ ngày 5 tháng 7 năm 2022 lúc 12:00:00 sáng Giờ chuẩn miền Đông (“EST”) và kết thúc lúc 11:59:59 tối EST vào ngày 6 tháng 7 năm 2022. Giảm giá chỉ áp dụng cho hàng năm mới gói đăng ký và không được kết hợp với bất kỳ ưu đãi nào khác hoặc được sử dụng cho bất kỳ gói Codecademy for Business nào. Mã chỉ có giá trị một lần. Giảm giá không áp dụng cho các loại thuế. Codecademy có quyền sửa đổi hoặc hủy bỏ chương trình khuyến mãi này bất cứ lúc nào mà không cần thông báo. Mọi giao dịch mua gói đăng ký đều tuân theo Điều khoản dịch vụ của Codecademy.",Quảng cáo
34,Sắp kết thúc: giảm giá 20%,"Khai phá tiềm năng trang web của bạn.

Việc nâng cấp lên WordPress Pro sẽ cung cấp cho bạn quyền truy cập vào một bộ tính năng cao cấp được thiết kế để đưa trang web của bạn lên một tầm cao mới. Nâng cấp ngay hôm nay để mở khóa các chủ đề cao cấp, khả năng cài đặt plugin, các tùy chọn kiếm tiền nâng cao và hơn thế nữa!

Nhập mã FLASHQK9CA1 khi thanh toán để được giảm giá 20%.",Quảng cáo
35,Dành riêng cho bạn: giảm giá 30% + tên miền miễn phí,"Tên miền miễn phí của bạn đang chờ!

Tận dụng ưu đãi đặc biệt này bằng cách nâng cấp lên WordPress. Com Pro và nhập mã FLASH51YMC231 khi thanh toán.



Khi sử dụng mã này, bạn sẽ tiết kiệm được 30% khoản thanh toán cho gói đầu tiên của mình. Chúng tôi thậm chí sẽ bao gồm một năm đăng ký tên miền tùy chỉnh MIỄN PHÍ. 😉

Yêu cầu giảm giá của tôi",Quảng cáo
36,Bốn cách dễ dàng để kiếm tiền với trang web của bạn,"Trang web WordPress.com
Cho dù bạn đang hy vọng biến trang web của mình thành một doanh nghiệp, bắt đầu viết blog toàn thời gian hay chỉ đơn giản là muốn tìm cách mới để tài trợ cho thói quen uống cà phê của mình, có một số cách để kiếm tiền trực tuyến với trang web của bạn.
Bằng cách chọn xây dựng trang web của bạn trên WordPress.com, bạn đã có quyền truy cập vào các công cụ để xây dựng. Nhưng vì bạn đang sử dụng gói Miễn phí nên khả năng kiếm tiền từ trang web của bạn bị hạn chế.
Tin tốt là khi bạn nâng cấp, bạn sẽ có quyền truy cập tức thì vào bốn trong số những cách tốt nhất để kiếm tiền với trang web của mình.
1. Thanh toán định kỳ và một lần
Các tính năng Thanh toán và Đóng góp cho phép bạn chấp nhận thanh toán bằng thẻ tín dụng và thẻ ghi nợ ngay trên trang web của mình. Chọn xem bạn muốn nhận khoản thanh toán một lần từ khách truy cập hay khoản thanh toán định kỳ (ví dụ: hàng tháng hoặc hàng năm).
Cho dù bạn đang bán sản phẩm hoặc dịch vụ hay thu phí thành viên hoặc quyên góp, bạn sẽ có quy trình thanh toán an toàn nhờ sự hỗ trợ của Stripe mà bạn có thể bật bằng cách nhấp vào nút.
2. Nội dung cao cấp
Bạn có nội dung tuyệt vời. Chúng tôi có một cách tuyệt vời để bạn kiếm tiền với nó. Chỉ định nội dung nhất định là Premium và yêu cầu khách truy cập trả phí hàng tháng hoặc hàng năm để truy cập nội dung đó.
3. Bản tin trả phí
Hãy để những người hâm mộ lớn nhất của bạn trở thành người hỗ trợ tài chính cho bạn. Tạo nguồn doanh thu đáng tin cậy bằng cách cung cấp đăng ký nội dung độc quyền, được gửi qua email và truy cập trực tiếp trên trang web của bạn.
4. WordAds.
WordAds là nền tảng quảng cáo hàng đầu cho các trang web WordPress. Với WordAds trên trang web của bạn, bạn sẽ có các nhà quảng cáo hàng đầu của Internet đấu thầu với nhau để đặt quảng cáo trên trang web của bạn, tối đa hóa doanh thu của bạn.
WordAds thường chỉ chấp nhận các trang web có lưu lượng truy cập cao vào nền tảng của họ, nhưng bạn sẽ có quyền truy cập tự động nếu nâng cấp lên gói Premium hoặc Business ngay hôm nay.
Giảm giá trong thời gian có hạn trong 3 ngày tiếp theo
Quyền truy cập vào bộ công cụ thanh toán của chúng tôi chỉ có sẵn cho các trang web trên gói WordPress. Com Pro được nâng cấp.
Đó là lý do tại sao chúng tôi cung cấp cho bạn mức chiết khấu đặc biệt cảm ơn bạn đã bắt đầu với chúng tôi!

Để yêu cầu ưu đãi này, hãy nhấp vào nút bên dưới để nâng cấp trang web của bạn. Nhập mã STARTUP10 khi thanh toán và bạn sẽ được giảm giá 10% khi thanh toán gói đầu tiên của mình!
Nhanh lên — ưu đãi này chỉ có sẵn trong ba ngày tới.
Yêu cầu chiết khấu 10% của bạn ngay bây giờ!
Tái bút: Nếu bạn không hoàn toàn thích thú với mọi thứ mà WordPress. Com Pro cung cấp, chỉ cần cho chúng tôi biết bất kỳ lúc nào trong vòng 14 ngày kể từ ngày mua hàng của bạn và bạn sẽ được hoàn lại đầy đủ tiền.
Nếu bạn quyết định hủy gói trả phí của mình sau khi đã chấp nhận miền tùy chỉnh miễn phí, thì miền đó là của bạn. Chúng tôi chỉ yêu cầu bạn trang trải chi phí của chúng tôi cho việc đăng ký.
Nhấp vào đây để nâng cấp ngay bây giờ, trước khi hết thời gian!",Quảng cáo
37,Tặng miễn phí khóa học ôn thi THPT Quốc Gia trị giá 950.000 vnd,"Tặng em voucher khóa học trị giá 950.000 VND 

Netschool xin chào em ! 
Để hỗ trợ tốt nhất cho em học tập và luyện thi trong thời gian sắp tới, Netschool xin gửi tặng em chương trình ưu đãi miễn phí tất cả các khóa học trị giá 950,000 vnd 

Xin chúc mừng em đã được lựa chọn để nhận voucher này. 

Với voucher trị giá 950.000 vnd. Em đủ để mua tất cả các khoá học cực kỳ hấp dẫn tại netschool và được tải tất cả các tài liệu VIP tại thư viện netschool để học tập mà không đóng bất kỳ chi phí nào khác",Quảng cáo
38,TIÊU CHÍ ĐÁNH GIÁ XẾP LOẠI THI ĐUA,"Thân gửi các quý phụ huynh và các em học sinh, 

Trong khuôn khổ các hoạt động chúc mừng nền tảng học trực tuyến Hocmai.vn đạt 5 triệu thành viên tham gia học tập, HOCMAI trao tặng 05 suất học bổng, mỗi suất có tổng giá trị đến 15 triệu đồng cho các học sinh có thành tích học tập xuất sắc. 

Cơ hội dành cho tất cả các học sinh tham gia học tập tại Hocmai.vn với thời gian từ 1 năm trở lên. 

Thời gian nhận hồ sơ đăng ký học bổng không còn nhiều, HOCMAI mời quý phụ huynh và các em học sinh nhanh chóng nộp hồ sơ ứng tuyển để có cơ hội trở thành chủ nhân của các suất học bổng hấp dẫn.",Quảng cáo
39,"[Miễn phí] Thi thử vào lớp 10 trực tuyến - đợt tổng duyệt cuối cho học sinh (29-30/5) 
","Kỳ thi vào lớp 10 đang ở giai đoạn “nước rút”, tới thời điểm này các bạn học sinh đã nắm được cơ bản các kiến thức cũng như dạng đề. Tuy nhiên, để sẵn sàng cho kỳ thi chính thức, việc xác định trình độ của bản thân đang ở đâu cũng là điều đặc biệt quan trọng để có thể lựa chọn chiến thuật học và thi hợp lý. Bên cạnh đó, kỹ năng phân tích đề, cách thức phân bổ thời gian khi làm bài cũng là một trong những yếu tố cần phải lưu tâm để có được một kỳ thi thành công. 

Hiểu được điều đó, trường Hanoi Adelaide School phối hợp cùng Hệ thống giáo dục HOCMAI, đội ngũ các thầy cô đến từ trường Đại học Khoa học Tự nhiên, THPT chuyên KHXH&NV tổ chức chương trình THI THỬ VÀO 10 bằng hình thức trực tuyến vào ngày 29-30/5. 

>> Link đăng ký: TẠI ĐÂY 

☑️ Với kỳ thi này, các con sẽ được: 

✔️ Trải nghiệm đề thi theo cấu trúc CHUẨN của Sở GD&ĐT Hà Nội. 
✔️ Được chấm điểm và tư vấn về ""điểm mạnh/điểm yếu"" trong kiến thức, kỹ năng làm bài. 
✔️ Rèn luyện kĩ năng, chuẩn bị tâm lí vững vàng trước kỳ thi chính thức. 
✔️ Cơ hội nhận quà tặng và học bổng tại Hanoi Adelaide School khi đạt kết quả xuất sắc. 

☑️ Hướng dẫn tham gia: 

✔️ Môn thi: Toán, Ngữ văn, Tiếng Anh, Lịch sử 
✔️ Thời gian thi: 29-30/5/2021 
✔️ Hình thức thi: Trực tuyến 
✔️ Lệ phí thi: Miễn phí 
✔️ Thời hạn đăng ký: 12h00 ngày 27/5/2021 
✔️ Thời hạn trả kết quả: 3/6/2021 

Lưu ý: Học sinh đăng ký thi sẽ được ghi link làm bài thi qua email. 

Đừng để con bỏ lỡ cơ hội thi thử ngay bây giờ để có một ""kỳ thi thật"" thành công. 

Cha mẹ và học sinh tìm hiểu thông tin chi tiết về chương trình TẠI ĐÂY. 

Hanoi Adelaide School chúc các bạn học sinh 2006 có một kỳ thi vào lớp 10 thành công rực rỡ!",Quảng cáo
40,Du hành ngược thời gian,"Giảm 50%

Bạn còn nhớ khi Internet còn kỳ lạ không? Hóa ra, nó vẫn có thể kỳ lạ như bạn muốn! Tìm hiểu các kỹ năng bạn cần để trí tưởng tượng của bạn hoạt động mạnh mẽ - như AI, kỹ thuật front-end, thiết kế UX, v.v.

‌

Tham gia Pro để được giảm giá 50% với mã khuyến mãi BACKINTHEDAY và giúp chúng tôi khôi phục lại Internet.",Quảng cáo
1,V/v minh chứng cho chương trình Ngày hội Gia đình Việt Nam năm 2022,"Chào bạn, 
Nhận thấy minh chứng của bạn đã thỏa mãn yêu cầu hoạt động, BTC đã tiến hành xác nhận hoạt động rèn luyện cho bạn. Bạn có thể kiểm tra trạng thái hoạt động tại đây: https://ctsv.hust.edu.vn/#/hoat-dong/2858/chi-tiet 
Trân trọng./.",Xác thực
2,Đăng nhập thành công trên thiết bị mới,"Đăng nhập trên thiết bị mới 
Tiki xin được thông báo rằng bạn đã thực hiện đăng nhập thành công trên một thiết thiết bị mới. Thông tin chi tiết như sau: 
Thiết bị: Desktop 
Vị trí: Hanoi 
Thời gian: 17:03:08 01-09-2022 
Nếu đó là bạn, xin vui lòng bỏ qua email này. Nếu không phải bạn đã thực hiện đăng nhập, vui lòng thay đổi đổi mật khẩu của bạn ngay lập tức! 
Trân trọng",Xác thực
3,Chào Lạc! Hãy thực hiện bước tiếp theo trên Windows bằng cách xác nhận chế độ cài đặt Tài khoản Google của bạn,"Bước 1: Kiểm tra quyền riêng tư 
Xác nhận các chế độ cài đặt quan trọng và dữ liệu mà Google sử dụng để mang lại trải nghiệm dành riêng cho bạn.Bước 2: Kiểm tra bảo mật 
Xác nhận thiết bị nào có thể truy cập được Tài khoản Google của bạn và hơn thế nữa",Xác thực
4,Tài khoản của Quý khách đã được phê duyệt,Tài khoản của Quý khách đã được phê duyệt,Xác thực
5,(TPBank) Có 1 yêu cầu truy cập Tài khoản eBank của Quý khách từ thiết bị khác,"[Cảnh báo] Yêu cầu đăng nhập tài khoản eBank từ thiết bị khác đã được thực hiện. 
Thời gian: Ngày 07/09/2022 17:42:34 (GMT+7) 
Thiết bị: iPhone 11 Pro Max 
OS: 15.6.1 
Nếu không phải Quý khách thực hiện, hãy liên hệ ngay tới Tổng đài 1900 585 885 để được hỗ trợ, tránh rủi ro bị kẻ xấu lợi dụng. 
Nếu đúng Quý khách thực hiện yêu cầu trên, vui lòng bỏ qua email này. 
Trân trọng, 
NGÂN HÀNG TMCP TIÊN PHONG",Xác thực
6,Xác nhận tài khoản của bạn,"CHÀO MỪNG BẠN ĐẾN VỚI 

SPOTIFY. 

XÁC NHẬN TÀI KHOẢN CỦA BẠN 

Xác nhận bên dưới và thưởng thức âm nhạc cùng những podcast bạn yêu thích.",Xác thực
7,Còn 2 GIỜ nữa bắt đầu sự kiện,"Thân gửi bạn Lê 

Ban Tổ chức xin được gửi lời cảm ơn chân thành tới bạn vì dành sự quan tâm cho sự kiện KHỞI ĐẦU HÀNH TRÌNH SỰ NGHIỆP VỚI VỊ TRÍ THỰC TẬP SINH.

Với thư này, Ban Tổ chức xin thông báo:

CÒN 2 GIỜ NỮA BẮT ĐẦU SỰ KIỆN

Mã tham dự của bạn là A1071

Hãy thay tên theo cú pháp: A1071 - Lê 

trong suốt sự kiện diễn ra nhé!

Thông tin sự kiện KHỞI ĐẦU HÀNH TRÌNH SỰ NGHIỆP VỚI VỊ TRÍ THỰC TẬP SINH.

1. Thời gian: 20:00 - 22:00, thứ 7 ngày 18/09/2021
2. Nền tảng: ZOOM (link)
Lưu ý: do số lượng người đăng ký tham gia vô cùng lớn, để tránh các rủi ro kỹ thuật, các bạn hãy vào sự kiện trước 5-10’ và đổi tên theo đúng cú pháp nhé!
BTC chỉ duyệt những bạn đã để tên đúng cú pháp để đảm bảo chất lượng sự kiện!

Một lần nữa Ban tổ chức cảm ơn sự quan tâm của bạn cho sự kiện. Cùng theo dõi Facebook Joboko.com và kiểm tra email thường xuyên để không bỏ lỡ thông báo từ sự kiện nhé!
Hẹn gặp lại bạn!",Xác thực
8,Bạn đã đăng ký nhập học thành công khóa học EXG01 - Tuyệt đỉnh Excel - Trở thành bậc thầy Excel trong 16 giờ,"Lê thân mến. 

Bạn đã đăng ký nhập học thành công khóa học EXG01 - Tuyệt đỉnh Excel - Trở thành bậc thầy Excel trong 16 giờ Nếu có bất kỳ thắc mắc gì trong quá trình học, bạn vui lòng đặt câu hỏi tại phần thảo luận để được làm sáng tỏ. 

Chúc bạn sớm đạt được mục tiêu trong học tập. 

Trân trọng.",Xác thực
9,Mật khẩu tài khoản của bạn đã được thay đổi,"
Bạn đã có mật khẩu mới 
Bạn đã cập nhật mật khẩu thành công! Nếu bạn không thực hiện thay đổi này, vui lòng liên hệ với đội ngũ hỗ trợ của chúng tôi. 


Truy cập Canva 



Bạn nhận được email này vì bạn đã thay đổi mật khẩu của mình. Nếu bạn nhận được email này do nhầm lẫn, vui lòng liên hệ với bộ phận hỗ trợ. 

canva 

Dành cho bạn với love từ Canva 
Canva®, 110 Kippax St, NSW 2010, Australia",Xác thực
